,text,labels
1543,@9998Yousef @lrb_w7 رح ينطف قلبها البنت 🙄🙄😂😂كل ما منبلش تقنعها بتنسى 😅😅,None
1544,@ChristineMSaddy @saadlamjarred1 ما بينسى اصدقائه ابداً 😍💛,None
1545,#رسالة الآن نشط في Syriahttps://t.co/5Qw3wNvSgf https://t.co/v7wc7kp5zZ,None
1546,@NajwaKaram وانتي عيوننا 😍#NajwaKaramInMawazine2017,Entertainment
1547,"@najwakaram ""75"" حرف دوّبونا غَرااااام 😭طيب شو تركناااا ل باقي الغنيّة؟؟؟.. شو تركنا للألبووووووم! ❤#AhMnelGharam… https://t.co/yVMs2KRTs5",Entertainment
1548,@alyasiri9 ازا بالك طويل وبتحبي الدراسة ادخلي انكليزيازا مانك هيك نصيحة ما بدك ياه,None
1549,فترة و بتعَدّي.. طولي بالِك يا أختي 🙉 https://t.co/pZkfV9j9gK,None
1550,#الحب❤ صار..#Add#الفراق💔صار.. #Block#القسوة صارت.. #Seen من غير رد✋#الوجع صار.. #online بدون كلام😥#السوشيال_ميديا رخصت علاقتنا ببعض 💔 ✋🏻,None
1551,@kailontop مليص؟ بدّي كارما نفسها 😬,None
1552,@NajwaKaramمعقولة حبيبي يشوفوني بعينيك؟؟دخيلك خبّيهن لا يحسدوني عليك..نجوى_كرم #HabibiMin 💜✨https://t.co/U0JWsmMdQa,None
1553,@najwakaram تعي عيدي البرمة ما لحقتا 😭,Entertainment
1554,في شعرتين شايبين بشعراتي 😞ختيّرت 😫,None
1555,بَعد نص ساعة.. رَح نمشي ساعة! 🙃,None
1556,@najwakaram بحبّك كتير ❣💫,Entertainment
1557,يا الله شو بحبو ل #سيف_الدين_سبيعي 😍#قناديل_العشاق,None
1558,يلا كلنا عالنّوم تا ما تروح علينا برمة الصبح تاني مرّة 💔,None
1559,@najwakaram خلّيني مغرومة فيك.. من قلبي عَ قلبي تسرحما تفكّر قلبي بيقسيك.. نقّيتلّك أجمل مطرح#نجوى_كرم #منّي_إلك… https://t.co/rDQdl24ohw,Entertainment
1560,@Aylaalkurdi @Lenzo118 العفو 😒,None
1561,و كبرنا ❤,None
1562,وقت نفقد المكان منصير منشتهي اي صورة الهتذكرو دائماً خدو صور بالمكان يلي انتو فيه هلألأن ماحدى بيعرف وين ممكن يصي… https://t.co/Ga58h5VFUE,None
1563,مهرجان نادى شام الثقافي الاول فعاليات فنية وأدبية متنوعة للشباب والاطفال في ثقافي ابو رمانة #سورية #صورة_وخبرية https://t.co/pRf0kINdQN,None
1564,اوربا اوربا لعن الله اوربا واهلكها من هي للتحكم بالعالم مرتزقه#الاتحاد_الأوروبي https://t.co/A9PQcjqQ2A,None
1565,فعلاً https://t.co/LS3l8IuaEf,None
1566,@najwakaram والله هون بتغتني..والله بقَلبي بتغتني❣💫#Ta3aBawridBiAlbi #نجوى_كرم https://t.co/iobZklG0hE,Entertainment
1567,صارت مع تغيير اللهجة 🙄 https://t.co/ssO5VOzspW,None
1568,@najwakaram يارَبّ تشفي كلّ مريض من مرَضوا و تعافي كلّ مَوجوع من وَجَعوا 🙏 https://t.co/1lQgL2kWAp,Entertainment
1569,#گزارشروايتي از محله شيعيان در منطقه مسيحيان #دمشق با ٧٠ شهيد #مدافع_حرم#سوريه#حي_الامام_الصادق… https://t.co/MTd7wlNeG4,None
1570,#بحس_بالذنب بعد كل فجعة عَل اكل 😞,None
1571,@abd2366201 @najwakaram و أنت بخير ☺,None
1572,"بينك وبين مستقبلك خطوة أمل ..,, فأخطوها .",None
1573,وفي اللحظات التي أتسكَّعُ فيها على طُرُق الحزن وحدي..أُفكِّر فيكِ لبضع ثوانٍ..فتغدو حياتي حديقةَ وردِ..- نزار قباني,None
1574,@AymanSharif4 علمت؟,None
1575,#هيدا_حكي_نجوى_كرم أجمل مقطع https://t.co/kU2qji8YJb,None
1576,مش رح انسى كل لحظات الوداع يلي ودعت فيا اشخاص كانوابحياتي احلى شي بس ودعتن على الغربة ودعتن بر اهل بلد ودعتن برا هل حرب..💔,None
1577,في بعض الأحيان كل ماتحتاجه هو النوم للهروب من الواقع المؤلم,None
1578,@akirbplgfh شوفو مين قاعد يتكلم عالامل🐸يا ول اللي من جيلك يا اما اعتزلو يا اما صارو بترول وثروات باطنيةروح نطور لبراميل الفراغية مامطولة😂😂,None
1579,بَدّي أمّي 😭,None
1580,@najwakaram @alimouinjaber انا انا كلي ملكك..انا كل حاجة حبيبي فيا بتناديك..انا انا مش بحبك..الحب كلمة قليلة ب… https://t.co/LiFsuvOK47,Entertainment
1581,عوفت,None
1582,@najwakaram أصل الهَوى.. أحلام أحلام..يا أهل الهَوى.. كيف بَدنا ننام!#نجوى_كرم #بلى_بلى ❣💫https://t.co/9EpzcxGEXb,None
1583,مهما كان الشخصُ لطيفاً جداً ، فتأكد أن هُناك حدٌ لـ لُطفه,None
1584,قلو عيونو مش فجأة بينتسواضحكات عيونو ثبتين ما بينقصوا ...🎶,None
1585,@_neowam له يا زلمة افضل طريقة للدفا,None
1586,@sajooj_issa مش اول مرة يا ستي يلاجعلا اكبر المصايب 🤕,None
1587,@najwakaram أديشك حلوة انتي؟!بإشيا زغيرة قادرة تزرعي الفرحة بقلبيعنجد ما غلطت لمّا سمّيتك عمري الحلولأنو انتي وح… https://t.co/CBf0r53zJZ,None
1588,@najwakaram و عَ جَمالا يا رَبّ الكَون..خَلّيهون.. خَلّيهون يبقوا يدلّوا 💖🌸 https://t.co/cVdmpFIXyz,Entertainment
1589,@najwakaram حَبيبي مين؟؟.. مين؟؟حَبيبي مين.. حَياتي مين؟؟.. مين؟؟ حَياتي مين..💖#HabibiMinMusicVideo #نجوى_كرم 💘https://t.co/tJOEctuqAE,None
1590,@a041727204 @barbie_aimy ليكي صوفي بنت كتير لذيذة وبتنحب بتحب ناصيف وإيميه وميسي 😍😻و اساساً بشوفا بتحب الكل 😻😘و انا بحبا كتير 😘😍,None
1591,@NK_Fans @najwakaram ما رح إشمت لو توقع مش من طبعي الشماتةبكرا لوحدك رح تولع وتشوف الأعظم آتي..#نجوى_كرم… https://t.co/YEgHZTYU3j,None
1592,@WisalAhdab أوكي بهل الحالة بعذرك... بالحالتين 😉,None
1593,@nowarkn بيشتري غيره,None
1594,@RayounaAna @Layal_NK و لا شعورياً😅,None
1595,الكثيرون لم ينظروا إلى أهمية زيارة #ترامب بقدر ما شغلتهم ابنته إيفانكا حيث تداول الآلاف الحديث عنها ضمن هاشتاق #بنت_ترامب !!!#RiyadhSummit,None
1596,#وفاه الآن نشط في Syria https://t.co/k5pEyVQA4B,None
1597,وكل ما قرّب يخلص صيفاهرب عَ مطرح شعلانحتّى الصيف يلاقي صيفوتبقى بقلبي علقان.. 😍🔥#نجوى_كرم#Ta3aBawredBiAlbihttps://t.co/Go1ZJcc3QF,None
1598,@LamaMakdisi طيب والشنكليش,None
1599,@ta75_m ✊🏼 باي وحدة,None
1600,#تمزيق الآن نشط في Syria https://t.co/kK9eCRWKEK,None
1601,لسا بابا من كل عقلو بقلي شو رأيك طالعكون 😂لهونيك انا طقس حلب بالصيف ما بيعجبني و الشتي ما بيعجبني 😂لسا بدو ياني روح ع السودان 😂,Military_SecurityAleppo
1602,فتكرت رفيقتي ورايي صرت اضربها بايدي كرمال الها ع شغلة بلتفتت بلاقي حال عم اضرب صاحب المدرسة ع كرشو 😂😂😂😁✋ https://t.co/BkJ8ZEQlGH,None
1603,@NajwaKaramوأنا عم خبّي غراميوهنّي حدّي حيرانين.. 💜#HabibiMin #نجوى_كرمhttps://t.co/z3lhzjwFEl,Entertainment
1604,محمود خياطة رح يكون معكن بالفلانتاين#12/2مطعم سفرة# سا6#13/2المطعم البانورامي# شهبا روز… https://t.co/RHQUBocUVc,None
1605,كنتْ بحيااتي مرحلة ..- وهلا ختمتا وخالصين 🚶🏻,None
1606,ف انا هاعمل الصح .. واشرب حشيش 🎶🎵,None
1607,"هذا ماي ريمي #جيل_الثمانينات أرجل بكتير من ""ويضحك سمير"" 😎 دراما ولا أحلى https://t.co/9aRndclMvB",None
1608,فإن استباحة الدماء والأموال من المصلين إلى القبلة المصرحين بقول: لا إله إلا الله محمد رسول الله خطأ،,None
1609,@saadlamjarred1 صباحك نجاحاتك الجميلة سعد 💛🤗 #Ghaltana https://t.co/MTJDFFXUds,None
1610,@A_almawas الا اذا كان اسمه عمغ,None
1611,@najwakaram ياربّي اديش رح تطلعي كيوت😭❤,Entertainment
1612,@LeilaJoujou @najwakaram المحبّة الحقيقيّة يلّي كلّا صدق و إخلاص... وَلا ممكن شي يعكّرا... لا زَعَل وَلا غَضب...أصلاً المحبّة بتلغي الزعل!,None
1613,@_Syriana_ لا بالعكس ما بقدر ما اعطيا اكتر لما شوفا ضعيفة او مظلومةوبالنهاية الدنيي بتكمل بالاختلاف ما بتزبط يكون التنين قوةولا التنين رقة,None
1614,قمت لدور عهالكتاب لصورو واكتب اني ما بآمن فيه وكتير فيه مبالغةقام لقيت٥٠٠ ليرةف مابقا اجا من قلبي احكي عليه😂😂😂😂😂😂 https://t.co/1uXAq5jBWQ,None
1615,@najwakaram لازم كل طرف ما يتعدّى حقوقو والا بهالحالة بتلتغى شخصية الرجل كَـ رجل وبتضيع انوثة المرأة وبيختلّ توازن المجتمع..,Entertainment
1616,انشطة رياضية وتكريم للرياضيين القدامي ضمن كرنفال رياضي في #الحسكة #صورة_وخبرية #سوريا https://t.co/YdU9b9536U,None
1617,@sy_qamir لا,None
1618,@najwakaram حُبّي💜👀,None
1619,@sophiadib28 لك ما انا هيك فكرتي انو المفروض تكون الصراحة ع طول مو بس لان سرية,None
1620,عندك بدي ابقى ..ويغيبوا الغياب .. اتعذب واشقى ويا محلى العذاااب ♡,None
1621,صورة واحدة للتطبيقات /الشركات /الخدمات /المواقع/الأجهزة/ التابعة لإمبراطورية جوجل بصراحة… https://t.co/WzN4s2VHeO,None
1622,@najwakaram نزلت البحر أمعنت النظرلقيت الموج بوجّا خبر..#نجوى_كرم #نزلت_البحرhttps://t.co/LAi1uY12vt https://t.co/SneJaxh7Eq,None
1623,الغنية مش بس بسوريا اخدة مجداا و ب لبنان كمان 😂😂هيدي اغاني بتستحق تكريم 👇😂😂 https://t.co/Q9Reczcaqh,None
1624,عَ زمتي تَ اتمناهن ينحشدو عَ حدود حارتنا !موتونا وخلصو ربنا بقا !,None
1625,@tweetytweetyt احيي,None
1626,@istanbouli 10 منفصم,None
1627,ورجائي' الآن نشط في Syria https://t.co/k5pEyVyZd3,None
1628,بقينا فيكي بالوقت الي كتار تركوكي💔بقينا لننفض غبار الحرب ✌وهلق نحن عم ننفضى لترجعي متل قبل لترجعي #أحلى #حلب ...❤ https://t.co/6bL3xhMt6I,None
1629,@ramaalsyed خدي نخالة,None
1630,#غيروا الآن نشط في Syria https://t.co/kK9eCRWKEK,None
1631,@anassmhr76 بالتاريخ والشعر والنكت😅,None
1632,@Odayovisky @shahedat97 تمويه تمويه، مشان يعطوني كلشي و ما يحرموني من شي 😏😏 مافي غيرك لقطا يا رفيقي,None
1633,المشكلة البعص يطبلون للمصالحات و قد اثبت هذا البعض قصر نظره انظروا لمسلحي داريا كيف يشاركون بمعارك حماه كقوى كبرى و يسيطرون على القرى,None
1634,#ff ونحنا منشارك كمان وأنتو خبرونا من يستحق ان نتابعه على هاشتاغ #سوري_يستحق_المتابعة https://t.co/xl9okPeB8k,None
1635,قامت الدميا براا 😢ياارب 🙌,None
1636,قَطَعلّي قلّبي 💔😢 https://t.co/INCJ8bbJ98,None
1637,"حتى لعنة الله عليهم الظاهر ⁦panguteam⁩ يشتغلون مع ابل الحين ويبعون ثغراتهم, في iOS 10.2.1… https://t.co/ShvOR914VS",None
1638,#NowPlaying “Hak El Layali” by @najwakaram on #Anghamiوَينك حبيبي عن عَيني غَايب🙇ارجَعلي حَبيبي أنا قَلبي دايبْ💭💓https://t.co/PxlkFaC2yT,None
1639,@najwakaram بـحـبِّـك 💜💫,Entertainment
1640,مانن كفو يلغو الفحص 😎,None
1641,@LayaliKaram @najwakaram اوووف شو حلمت بهالإعلان ومش رح افقد الأمل بأنو رح يتحقق شي يوم 😔,Entertainment
1642,@ROOOOOULA165 شكرا على طلب الصداقه ￼,None
1643,@Nadahalawi امو متوحمة ع حمار وقت كانت حامل في,None
1644,سلاف فواخرجي للمختار: جود سعيد لم يتقبل نقدي على إخراجه لمسلسل #أحمر، واعتذرت عن #باب_الحارة_9 لاختلاف الرؤية @basselmehrez,None
1645,كفرتم' الآن نشط في Syria https://t.co/k5pEyVyZd3,None
1646,بونجوس ايڤري بادي 🍹,None
1647,يسلملي يلي لابس گت وعم يتمختر ع الشط #غزل_عصري,None
1648,هال ٢٪ الباقيين اصعب من ال٩٨٪ اللي مرقو #حلب 🙌🏼,None
1649,صباااح الخير 😅️ في بني آدم نايم ٤ الصبح بفيق هلأ 😂️,None
1650,@najwakaram ريح المَسا غُربة.. 💭🍂#نجوى_كرم 💫 https://t.co/FPAV3Sr4Tx,None
1651,@najwakaram حَبيبة القَلب #هيدا_حكي_نجوى_كرم,Entertainment
1652,@sama65s 50عام والنظام السوري يحتفل بتحرير الجولان يلي خسر فيها ارض وجيش وعتاد وعمل حالو بطل الجولان وهو اثعلب الجولان يلي اتفق مع اليهود,None
1653,@najwakaram يالله كتير عم حبّ هالطريقة يلي عم تفاجئينا فيها 😭😭😭❤❤,Entertainment
1654,وينن وين صواتن وين وجوهن وينن صار في وادي بيني وبينن ..وينن #فيروز 🎶❤,None
1655,طيب شو عكس فاتن؟ https://t.co/O5oxLtmEna,None
1656,@ShamySham8 @love_my_mam @saree_ مو هو قال: تضربوا !!!ورجعت ونبهتو ورجع عادها,None
1657,@najwakaram الليلة ولعانة يا لحبيّبمتلك حلياني ومضوّاييعقبال كل سنة وانت طيبعقبال ما نشوفك عيد الجايي#نجوى_كرم… https://t.co/4qOBXTclSF,Entertainment
1658,@najwakaram #نجوى_كرم عَبالي أجي أُغمُرِك هلّق هلّق هلّق ❤,Entertainment
1659,-مالِك شْبيه يا أَحلى النّاس كِلّهُم!..مالِك شْبيه يا أَغلى النّاس كِلّهُم!..@najwakaram 💕💭💫.,None
1660,@najwakaram كل شي فيّي بيِندَهلَك لمّا تكون قباليما بتحمّل حنلّك كلّ ما تعنّ ع بالي..#نجوى_كرم… https://t.co/nDjMZP5rTc,Entertainment
1661,"قليل من ""القلي"" ويصبح لديك فقسة للتسقية يا قلبي https://t.co/zeGn4rCFla",None
1662,يا الهي شو هالمخطط و كيف كشفته يا كبير انت هههههه https://t.co/Tu94rUmcxX,None
1663,دوي' الآن نشط في Syria https://t.co/k5pEyVyZd3,None
1664,شو #نانسي ضمن جوائز الفائز السنة حتى لافينها متل الهدية 🎁 #arabidol,None
1665,"@mohammedsyrian الانفعالات ""كلهن كلااااب""",None
1666,ضايع لوحدي بهل درب بلادي مدري شو صاباا😢,None
1667,إنطلاق #ملحمة_حلب_الكبرى بتفجير عربتين مفخختين مسيرتين عن بعد في مواقع عصابات النظام في #ضاحية_الأسد غربي مدينة #حلب#أحرار_الشام,None
1668,الأشخاص ليسوا مخلصين لكهم مخلصين لإحتياجهم لكبمجرد أن تتغير إحتياجاتهم ..يتغير إخلاصهم لك#جبران,None
1669,حدث فلكي مميز هذا الشهر ظاهرة القمر العملاق حيث يكون قمرنا في أقرب نقطة له إلى الأرض.#فلك #علوم,None
1670,الامطار الخير تهطل على حلب لتغسل القليل من ما تركته الحرب ..💔,Military_SecurityAleppo
1671,Out of Kuwaitهو ما قاله اليوم أحرار #الكويت لسفير #روسيا نصرة ل #حلب مافعلتموه اليوم كبير يا أشقاء#سأحضر_الإعتصام https://t.co/9qP98U4WWr,Russia
1672,#عاجل || الطيران المروحي يستهدف بالبراميل المتفجرة بلدة #بابيص في #ريف_حلب_الشمالي .,Military_SecurityAleppo
1673,@3_hamouda1 تسلم ..يسعد صباحك 🌼🌹,None
1674,ما معقول كل جمعة لازم فيق على صوت جارنا عم يكفّر ويربرب على ابنو مشان يفيق على صلاة الجمعة 😒,None
1675,#شكلي_اذا كنت اخد وضعية بالشغل بس سمعت صوت ضحك برات المكتب https://t.co/g36oYQWxA8,None
1676,#كندا_علوش مانا سوريّة عفكرا 🙃,None
1677,@najwakaram لأَنّـي إشتقتلَّـك ..شو بقِلَّـك تَـ قِلَّـك..مـا قلبـي مبتلـي! 💘#نجوى_كرم 🌸https://t.co/KQaDJauaGE,Entertainment
1678,منحسّ بالآخر في شي انجرح جوّاتنا وعم بيضيع..,None
1679,"#شاهد || كتائب الثوار تعلن تدمير مدفع ""23"" لقوات الأسد بصاروخ ""تاو"" مضاد للدروع على جبهة #مدفعية_الزهراء غرب #حلبhttps://t.co/Cuz6cwxTWU",None
1680,@noura73404853 @waelkfoury 😅😅😅خلص سوري نورا بس ما فيني 😭بحبوو 😘😍😍❤,None
1681,شجرة الميلاد🤡 أكياس كستنا #ملطوشة https://t.co/DSJcgj0FGz,None
1682,@AdelsGrail لما تحتاجه ولديك شمس,None
1683,احتاااج لاي شيئ الهي به نفسي كي لا اتحدث عن حنيني..,None
1684,عم انشر اسم بلدي ب بقاع العالم 😍#ناصيف_زيتون #هيدا_حكي @adelkaram9 @NassifZeytoun,None
1685,وزارة النجارة الداخلية وخوزقة المستهلكرغم اني بعرف مالن علاقة بس هيك من باب التضامن #ملطوشة,None
1686,@waelboy عندك معارف بالامن العام,None
1687,نوعية سماعات جيدة حدا بيعرف ؟,None
1688,اوكي ما وعيت وراحت عليي المحاضرة 🤦🏻‍♀️,None
1689,@najwakaram وهل أحكي عنكِ أم أكتفي بالقَول أنكِ ترجمةٌ لكلّ ما هو جميلٌ في حياتي؟! ⁦✨🌸 https://t.co/s1Nu30yHFm,Entertainment
1690,#الجولاني الآن نشط في Syria https://t.co/k5pEyVyZd3,None
1691,@A_almawas شكرًا,None
1692,@hanakhaled11 انشالله بيحرقن بالاسيد ...والمدنين طلع عدد كبير منن,None
1693,عَلى نَوم عيني فُوت و اسرقني..طَعمة حَنين الشَوق دَوّقني 💭🍃@najwakaram #نجوى_كرم 🌸#3alaNawm3ayni,None
1694,@najwakaram عَم بسَمّولي أسامي و أنتَ من بَين الأسامي!😍#حبيبي_مين #نجوى_كرم 💜#HabibiMinMusicVideo 🎬Link to watch… https://t.co/DuytZR4LfO,None
1695,@DanaKfourian @kfourywael الله يوفقه ...وانشالله باكبر نجااح😘,Entertainment
1696,احتفالية بمناسبة اليوم العالمي للسياحة.. في التكية السليمانية #دمشق #فعاليات #سوريا https://t.co/LJ8Ex68b9d,None
1697,يا امرَأةً دَوَّخَتِ الدُّنيا..يا وَجَعي يا وَجَعَ النَّايات!🎻💫#نزار_قباني 💘https://t.co/FaHQDqNXjU,None
1698,@najwakaram علقني كيف مابعرف كيفومافي غيرو بيخطر ع بالي..خلاني بحال ما بعدا حالرايح جايي احكي مع حالي..#نجوى_كرمhttps://t.co/hRol0pk3rx,None
1699,@waelkfoury يا چدع 😍🙈💪🙈#وائل_كفوري,Entertainment
1700,@Julmoud7 كلام عدوين,None
1701,@raeedjaper @theblackzero عليك بمراجعة الحادثة التي قال بها هذه العبارة وستعرف ما قصد حقيقة وتفسيرها الشرعي,None
1702,@kailontop رح حاول جربها اليوم، عنا في مول عامل هيك بس أسعار غير مشجعة لأنه مستورد في كم مصنع محلي بلش بس بعتقد وقف… https://t.co/9aLacgFzOL,None
1703,دقيقتان,None
1704,@najwakaram مِش رَح اكتُب شي غَيّر الله يكون مَعِك و يحميكِ 🙏لأنّو بَعرف مَع كلّ حَرف عَم تقري عَم تدَّمعي😢😔بَس لَو سَمحتي.. كوني قَويّة 🙏,Entertainment
1705,@najwakaram ما بَعرِف إلّا اشتَقلِك!😍❤#نجوى_كرم #YekhrebBaytak https://t.co/DdBVguluKw,Entertainment
1706,بمناسبة اليوم الوطني للبيئة. حملة نظافة وتشجير في حديقة المهاجرين #حمص #سوريا,None
1707,https://t.co/Viw9xuGanG سعد تأهل للجولة الثانية من التصويت .. لا احد يستحق الجائزة غيره كثفو التصويت 🙏🏻🙏🏻 #كلنا_سعد_لمجرد,None
1708,@DanaKfourian @Migovnoval_wk @sanfuraroro @Samira_Hn عادي مسامحتك 😁😅😂😂😂,None
1709,في حلب صلينا في الكنيسة نحن مسلمون صلينا في الجامع و نحن مسيحيون في حلب تطرق اجراس الكنيسة مع آذان الجامع #المعشوقة_حلب,AleppoReligion
1710,وأقولُ أفديكُمْ ..,None
1711,@najwakaram بقلبي انتي وبين كلّ نَـفَس فيني 💜,Entertainment
1712,@najwakaram وكلّ ما قرَّب يخلص صَيف أهرُب عَ مطرح شعلانhttps://t.co/iobZklG0hE#NajwaKaramMenniElak,Entertainment
1713,@najwakaram مش معقولة كمية الجمال بهالصورة! شعرك القصير وكيف حاطتيه ورا ادنك.. عيونك.. رقبتك.. ايديك وكلشي كلشي فيك… https://t.co/TjMya5TmF4,Entertainment
1714,@NajwaKaram أحبّك كَـ بُعد عيناكِ عنّي، أحبّك حتّى تفنى المسافات.. 💜,Entertainment
1715,روقنا شوي 😊😏🙈,None
1716,لك مبروكك ❤😍🙈انشالله باعلى مجموع يارب🙌❤ https://t.co/3DXTOrn9k0,None
1717,"@raeedjaper @joud_madani الآنسة كانت عّم تنفي وانت وافقتها ومافي اي دليل انه كان ""مجند"" ما شفتو السيروم يلي كان بيده؟ شو رأيك انه مريض فوقها",None
1718,@najwakaramأحلى حدن حط فلتر الورد 😢🌸 https://t.co/5OM4fXKO5L,None
1719,#NowPlaying #Rouh [Exclusive]” by @AttiehJoseph on @anghami 🎧يا حيف عَليك أَمَّنتَك و خنْت الأَمانة! 😕https://t.co/VBlZ7eOKid,None
1720,@HichamHaddad57 هههههههه لا مو معقول حتى انت يا هشام😂😂😂😂😂 مسكين يا تيم الكل عليك😁,None
1721,@najwakaram 💗أنتي دوا لكل شي بهالدنية 😢💕https://t.co/pgSaAkv4S9#YekhrebBaytakMusicVideo https://t.co/6ib5rPMU7G,None
1722,@HayaMasarji هيك اوقات بيطلع معي شغلات😂لو بشرب كيلو حشيش ما بتطلع هيك 😂😂😂😂,None
1723,@najwakaram صَباح الخَير 💕,None
1724,@_neowam مسمي هوية,None
1725,"رسالة من صديقة: ""اعمل هاشتاغ اول ما ادخل البيت الابيض مشتهية اعرف العالم شو بدهم يعملو"" ما رأيكم؟",None
1726,@najwakaram خَليني مَغرومة فيكِ🌹💫#Ta3aBawridBiAlbi #نجوى_كرم https://t.co/iobZklG0hE,Entertainment
1727,@NK_Fans أكيد رح نكون سوا و دايماً عالمَوعد 💪#هيدا_حكي_نجوى_كرم 💖,None
1728,@S2i3d2i3 صعب ما تبدلت الألف,None
1729,@limaz_n نحن يمكن صاروا اربعة 😭الله ياخدن,None
1730,نسأل الله أن يتقبلهن من الشهداء https://t.co/eAXPQK1I3p,Religion
1731,@lamess09 الله لا يجربني 😂😂😂💅🏻,Religion
1732,@NajwaKaramملايين الكووون بتلبقلك 😍😭#1MTa3aBawredBiAlbihttps://t.co/Go1ZJcc3QF,None
1733,وريفها' الآن نشط في Syria https://t.co/k5pEyVyZd3,None
1734,@RazanKaram8 اي اسمالله عالثقة 😂💔,Religion
1735,صباح الخير...صباح الحب https://t.co/KutIaoMaga,None
1736,جنوب السودان نجح ؟ هنالك حرب أهلية دائرة بين الرئيس ونائبه السابق https://t.co/n9UUY0kDhk,None
1737,@najwakaram يا قلوب المشتَاقة.. تَنبقى و نتلاقى..بِلَهفة حرّاقة.. لازم هَون نضَلّ! ❣💫#AmarL3echa2 #قمر_العشاق… https://t.co/7UVZ0RKbWT,Entertainment
1738,@i_OsMaN_i @comqd هوه مفيش غيره؟؟ منذ متى يكتب السوري بالمصري؟,None
1739,١٨ ساعة من العمر ❤️,None
1740,#قطر الآن نشط في Syriahttps://t.co/BwJKugijfw https://t.co/rZIUD06Frl,None
1741,صرلي يومين عم شوفك ب نومي 🙈❤🙈@waelkfoury,Entertainment
1742,يا محمد و يا يسوع عينكم عحلب يا رب 🙏🙏 https://t.co/7jvpaaCxHN,Religion
1743,@MarwaElMarouk @najwakaram كتير ضروري هالشّي إليماحدا غيرها رح يخلّيني بطّل هالنّوم.. صرت عم حسّ حالي دبّ قطبي وسبات ومدري شو 😂💔,None
1744,@najwakaram وَعد العَاشِق دين و عُمرو ما يحط شروطhttps://t.co/ZR1fSQ6WGG#NajwaKaramMenniElak,Entertainment
1745,@huda1992k لا، تعو نأكل بيتزا، هدى: لا بدّي فلافل,None
1746,انتي وحدة تفو..,None
1747,ارتفاع على درجات الحرارة لتصبح أعلى من معدلاتها بنحو 2 إلى 4 درجات مئوية في معظم المناطق #طقس_سورية,None
1748,@a041727204 ياا خيووو 😍خليلي الغراام 😍,None
1749,حاجي تحكي عن هواك .. ضحكّت عليك البلدْ .. 🎶,None
1750,#سورية #صباح الخير #انجاز #تخرج #جمعية الندى التنموية تم بحمد الله وفضله تخريج٢٠ طالب وطالبة لهذا العام بمختلف التخصصات. فاهنأ ياوطني🎓,None
1751,موضوع ايمان الشخص من عدمه هاد أمر خاص فيه وما هو الأمر يلي بيحددلي طريقة تعاملي معه، لكن توجيه الأهانة المتعمدة هو يلي بيعمل #خاطرك 👋🏼,Religion
1752,-حُبِّك عنْدي مَالوا حدود.. يا أَغلى مِنْ عينَيّي! 💘@najwakaram 💗💭,None
1753,قطّعتلي قلبي هالصورة 😭💔 https://t.co/DNTpQl6lXP,None
1754,@ZarroufMaen @NadiaElSamsam 😮 طيب كلنا سوا؟ سفرني على أي بلد,None
1755,@najwakaram تعا بَوْرِد بقلبي وضلّ.. ضلّك لتشتّي الدّنيوإن ما شتّت يا روحي ضلّضلّك لتاني سنة..#نجوى_كرم ✨https://t.co/Go1ZJcc3QF,Entertainment
1756,ـ مين قال الحب متل الحرب بده زلم❗ـ الحب متل سوريا مليان ظلم ✋,None
1757,بس دخل الدين بالسياسة كل شي بيخرب,None
1758,"فإنما', 'المتقين', 'وتنذر' و 'لدا' الآن نشط في Syria https://t.co/k5pEyVyZd3",None
1759,سُئل أحد العارفين: هل الطريق إلى الله طويل لأقطعه؟ فأجاب: بل هو حجاب عن قلبك ترفعه.,Religion
1760,انزع عن الشعب تاريخه وسوف يتحول بعد جيل إلى جمهور من الدهماء، وبعد جيل آخر ستستطيع أن تحكمه وكأنه قطيع. (جوزيف غوبلز) #أقوال,None
1761,ما رأيك؟ @S2i3d2i3 https://t.co/h9Sl6AOSP7,None
1762,@Muhanad_cule حنون,None
1763,باع واشترى فينا لشبع قبض من الكل https://t.co/ODFVJFOD3U,None
1764,12:21 انطلق,None
1765,@najwakaram الدّمع جمَّر حَرَق كلّ التياب! 🎼 https://t.co/ZR1fSQ6WGG#مني_إلك #نجوى_كرم,None
1766,-تشرفت بمعرفتك-انا اشرف-فرصة سعيدة-انا افرص*حالتي لما مابعرف رد ع الكلام الحلو*,None
1767,@Smbsy2016 عندن احلام و نحنا ماعنا😢😂😂😂😂😂,None
1768,حبيبي أغلى النّاس بالدّنيا ما بدّلو 🌸✨ https://t.co/W4EWzo0Kuh,None
1769,@najwakaram بكرا في مفاجأة ولّا بنام بسلام؟! 🤔,Entertainment
1770,#سورية #جمعة #صلوا عليهاللهم صل وسلم وبارك على خير خلقك وشفيعنا ونبينا محمد اللهم ارزقنا في الدنيا زيارته وفي الاخرة شفاعته,None
1771,@LeenHomsi2 @Lenzo118 يوه اي حسن م يوسف يلي حطها ع صفحته,None
1772,@Luay669Luay اي صح 👍شكراً لتحاليل,None
1773,س: ماهي أمنيتك يا صغيرتي؟ج : أن يُصاب السرطان بالسرطان فيموت!@najwakaram 🙏💟💕 https://t.co/hvBZgqy3h5,None
1774,#اكثر_شيء_يجذبك_بشكل_الرجل البطات 😅,None
1775,@AbdallahSh_ يما الكياتةةةةة 😍😭,None
